"idtweet,"datecreated","username","text","lang","location","lat","lng"
"919145967437230080","Sat Oct 14 10:20:50 +0000 2017","aliez_deuliz","At Kampung Empang — https://t.co/Q1BJTmmOwo","in","Indonesia","-6.55803","107.44763"
"919145967483416576","Sat Oct 14 10:20:50 +0000 2017","RListy","At Jakarta Indonesia [pic] — https://t.co/NQKkVxvpXe","in","Indonesia","-6.26419","106.88662"
"919145976580812800","Sat Oct 14 10:20:52 +0000 2017","_dedeanny","Yudisium ke II Congratulation buat teman-teman ak6 Happy graduation… https://t.co/LFyqPTibpr","in","Undefined","-5.18251668","119.44228903"
"919145986479546368","Sat Oct 14 10:20:54 +0000 2017","NuRomdoni","Tempat tissue Kotak Tissue tissue box dengan 6 sekat selipan Rp 43.000 Ready… https://t.co/qLmeBXFNom","in","Indonesia","-6.8616515","107.5871171"
"919146019618635776","Sat Oct 14 10:21:02 +0000 2017","bungaakemala","Jalan-jalan Ali Sarbi ke Wisata Air Panas Ciwalini Bandung #holidays #vacation #bandung… https://t.co/dRIw2TgpI7","in","Indonesia","-7.96093222","112.61826333"
"919146028267274240","Sat Oct 14 10:21:04 +0000 2017","aldydoc93"," Dan di antara mereka ada yang berdoa, Ya Tuhan kami, berilah kami kebaikan di dunia dan… https://t.co/LPVkhYIEJC","in","Undefined","-5.66667","132.75"
"919146030699917312","Sat Oct 14 10:21:05 +0000 2017","firmankurniawan","Danau Kaolin @ Bangka-Belitung Islands https://t.co/evfuqkrV6y","in","Indonesia","-2.13333333","106.11666667"
"919146069988200448","Sat Oct 14 10:21:14 +0000 2017","iRickiKurniawan","Baru saja mengirim foto @ Hutan Pinus Semeru https://t.co/ybJ8zPybVH","in","Indonesia","-8.09855","112.73552"
"919146085628624897","Sat Oct 14 10:21:18 +0000 2017","nusabalicom","MALAM MINGGU KELABU Pukul 18:17, tanggal 14 Oktober 2017 terjadi hujan cukup deras disertai… https://t.co/QqBzqBktNc","in","Indonesia","-8.65","115.217"
"919146107308998663","Sat Oct 14 10:21:23 +0000 2017","otofifcom","Udah soree. Cuci mobil dulu Di @otofifcom . Pulang kerumah mobil dalam keadaan yang bersih.. At… https://t.co/b0MYuWtWzv","in","Indonesia","-6.30408017","106.78221703"
"919146159276355584","Sat Oct 14 10:21:35 +0000 2017","niktentgathvan","Varises Indonesia on Branding Situations grandcitysby eventsurabaya surabaya jatimfair @… https://t.co/m01YUfE1rF","in","Undefined","-7.26276572","112.75078579"
"919146230495698944","Sat Oct 14 10:21:52 +0000 2017","oMan_19","Nemenin nyemil😘 #Familytime #mymoodbooster @ Cafe Narsis 2 https://t.co/6ljrDcdj4a","in","Indonesia","-6.3334079","107.05461144"
"919146256856965126","Sat Oct 14 10:21:59 +0000 2017","andiniii_06","jiga batur popotoan @ Taman Kota Tasikmalaya https://t.co/AKDlJqwFD1","in","Indonesia","-7.32526","108.21882"
"919146279795433472","Sat Oct 14 10:22:04 +0000 2017","sariesekar","With riza avenzora at Optik Melawai [pic] — https://t.co/b8QINHgfWC","in","Indonesia","-6.2402","106.8608"
"919146280508461056","Sat Oct 14 10:22:04 +0000 2017","kamalyasya","Ini dahhhhhhh. @ Abhayagiri Restaurant https://t.co/EyKEcqWCjj","in","Indonesia","-7.7600015","110.49293518"
"919146281431216128","Sat Oct 14 10:22:05 +0000 2017","hansen_pah","Pria Bangladesh ini Tidak Bisa Berjalan Selama 40 Tahun, Bikin Anak-anak Takut!: Karena kondisi Haroon membuat…… https://t.co/LVaxXR2XAO","in","Indonesia","-10.21255714","123.59018326"
"919146284518436864","Sat Oct 14 10:22:05 +0000 2017","emillya_vedder","Kita… https://t.co/owMt5sgri0","in","Indonesia","-6.495","106.8335"
"919146297688387584","Sat Oct 14 10:22:08 +0000 2017","hansen_pah","Hamil Empat Bulan, Begini Kebahagian Siti Nurhaliza Setelah 11 Tahun Menanti: Kabar bahagia datang dari penyanyi…… https://t.co/Zv3vcVe5s3","in","Indonesia","-10.21255714","123.59018326"
"919146323777073152","Sat Oct 14 10:22:15 +0000 2017","DesynanaC","kenapa kamu menggemaskan sekali 👶👶👶 @ Sumbergempol, Jawa Timur, Indonesia https://t.co/JyrllBTxYY","in","Indonesia","-8.08333","111.933"
"919146345562193920","Sat Oct 14 10:22:20 +0000 2017","30_saputro","Ngulii sek","in","Indonesia","-7.0483774","110.326947"
"919146373986914305","Sat Oct 14 10:22:27 +0000 2017","INdra_Wdjaja","At Mercure Jakarta Cikini [pic] — https://t.co/pbBDevhdPc","in","Indonesia","-6.19464","106.83868"
"919146394266537984","Sat Oct 14 10:22:31 +0000 2017","angga_ratnawan","Enyaak~ @ LOTTE Grosir https://t.co/iC1aD9oPr1","in","Indonesia","-6.30973204","106.86665297"
"919146399584931845","Sat Oct 14 10:22:33 +0000 2017","AlpianurMuhamad","Baru saja mengirim foto @ PALANGKARAYA (kal_teng) https://t.co/VUL6f79YSu","in","Indonesia","-2.22980294","113.92528916"
"919146410456637440","Sat Oct 14 10:22:35 +0000 2017","WinaTristiana","☕🤙coffee list ✔ ps : Ini kapucino nya mba dite. Gua cuma tukan poto 👍😅l . . . #ganggacoffee… https://t.co/fRdVJhoeQw","in","Indonesia","-8.50161716","115.27267456"
"919146435001581568","Sat Oct 14 10:22:41 +0000 2017","yobiendut","Squad pacar muring ttp touring.. Hahahaha Maap ya malming nya tak… https://t.co/gWAx0omIVQ","in","Indonesia","-7.82760264","110.91931087"
"919146448645586944","Sat Oct 14 10:22:44 +0000 2017","yandigsa82","Rahmadsyah International Wildlife Kemana pun nyaman menggunakan rancangan anto_griya_riaskoe… https://t.co/3galwAbFw7","in","Indonesia","3.5786","98.68756767"
"919146464789512192","Sat Oct 14 10:22:48 +0000 2017","ARIOSTAR","Alhamdulillah.. Lah tutuik.. Pulang wak lai... Untuak bisuak lo… https://t.co/1nkjyip9UX","in","Indonesia","-6.9166983","107.6042661"
"919146466609893376","Sat Oct 14 10:22:49 +0000 2017","nisarasitami","Grandma s 👵 (@ Soediono s Basecamp in Bekasi) https://t.co/uEIGiwXTbk","in","Indonesia","-6.22994256","106.9592849"
"919146502122901504","Sat Oct 14 10:22:57 +0000 2017","jauhari","Musim Hujan Idola semua #shotononeplus #hdr @ Special Region of Yogyakarta https://t.co/9AchA2AE3d","in","Indonesia","-7.80138889","110.36444444"
"919146554794983425","Sat Oct 14 10:23:10 +0000 2017","yunielaelly","With Prasastidiandaynona, Andianggi, and 2 others at Tol Purbaleunyi Km 70 [vid] — https://t.co/syXoKfv5OA","in","Indonesia","-6.45998","107.43935"
"919146581839843329","Sat Oct 14 10:23:16 +0000 2017","agneshanid1","At Jalan Monginsidi Baru — https://t.co/1wft7HwSIo","in","Undefined","-5.1486","119.42331"
"919146589427560448","Sat Oct 14 10:23:18 +0000 2017","Taqwatours","Selamat datang para tamu Allah. . #umrohmagelang #umrahmagelang #magelang #temanggung… https://t.co/OrNtsDf5KH","in","Indonesia","-7.4732063","110.2284046"
"919146608306130944","Sat Oct 14 10:23:22 +0000 2017","dyah_171"," Hidupmu mungkin sulit sekarang, tapi percayalah, hal-hal yang baik… https://t.co/iEXMSb7u9G","in","Indonesia","-6.345578","106.730414"
"919146664140587008","Sat Oct 14 10:23:36 +0000 2017","CartensAudio","SISTEM HIBURAN dalam mobil bisa anda dapatkan di kami @CartensAudio #audiomobil #audiomobilcepat… https://t.co/9ix8UWSl7G","in","Indonesia","-6.26360857","106.79987193"
"919146695044116481","Sat Oct 14 10:23:43 +0000 2017","novitasovya","At UMT - Universitas Muhammadiyah Tangerang [pic] — https://t.co/xJn0f7M14W","in","Indonesia","-6.1922","106.63149"
"919146697371955200","Sat Oct 14 10:23:44 +0000 2017","ppepryteven","At Gereja Santa Helena — https://t.co/Bv5YkKaAs8","in","Indonesia","-6.22984","106.59398"
"919146713344086016","Sat Oct 14 10:23:48 +0000 2017","inaorine","😍😍😍 @ CitraLand Cibubur https://t.co/90LWUWv9cB","in","Indonesia","-6.4169279","107.0041049"
"919146713935482880","Sat Oct 14 10:23:48 +0000 2017","gandung509","Supermoto Asia Championship 2017 #rd2indonesia #kualifikasi Sabtu malam ada #kotakband… https://t.co/TeIzvIP3Of","in","Indonesia","-7.5998508","110.8159982"
"919146720512106496","Sat Oct 14 10:23:49 +0000 2017","yoake_ramen","Lelah karna aktivitas yang padat?? . . Ga usah masak di rumah , langsung ajak keluargamu buat… https://t.co/ft6VXZzENS","in","Indonesia","-6.9822655","107.829881"
"919146751021510657","Sat Oct 14 10:23:57 +0000 2017","rudi_jenggot","Diperagakan oleh model @ Monumen Perjuangan Rakyat https://t.co/ggMC2My7LU","in","Indonesia","-2.989761","104.760455"
"919146757094703106","Sat Oct 14 10:23:58 +0000 2017","aki_sudan","Puji syukur karena setiap hari semakin laris dan semakin banyak pula konsumen di Samarinda yang… https://t.co/XO8hFpBsbJ","in","Indonesia","-0.5021","117.154"
"919146767584808962","Sat Oct 14 10:24:00 +0000 2017","HaroenWarsanta","Belajar secara Online sangat efisien, karena tidak repot di perjalanan. Guru Light Beijing… https://t.co/bruClE4arZ","in","Undefined","-7.277079","112.804949"
"919146774501064705","Sat Oct 14 10:24:02 +0000 2017","iankaselaradja","Ada yg tau ga knp ini dinamakan Taro ? Kok bukan Tora aja ? Coba mana jawabannya #tekateki… https://t.co/tVGqgJk4zp","in","Indonesia","-6.26775","106.99657"
"919146812128112645","Sat Oct 14 10:24:11 +0000 2017","Gek_iin28","Sosialisasi bersama Wali serta Orang Tua Siswa SDN 12 Dauh Puri Denpasar 🤓 • • • Team hari ini… https://t.co/SAQC2MYPvW","in","Indonesia","-8.6263943","115.177217"
"919146817572532225","Sat Oct 14 10:24:12 +0000 2017","echieLIA","Ketika yang lain beli oleh-oleh khas Medan di Jalan Kruing, saya sih wisata… https://t.co/xF0pAviMOB","in","Indonesia","3.59435","98.66567"
"919146819237629952","Sat Oct 14 10:24:13 +0000 2017","ldarp2225","Sekarang sudah tenang ya yang, sudah pulang, sudah diberi tempat yang terbaik olehNya, aamiin… https://t.co/RkOqVTJEWu","in","Indonesia","-7.9","110.333"
"919146833036812288","Sat Oct 14 10:24:16 +0000 2017","ahmadfaisaall","Bandung euy @ TERAS Cihampelas Skywalk Bandung https://t.co/F6Ic8lnJFu","in","Indonesia","-6.89745","107.60396"
"919146857821073408","Sat Oct 14 10:24:22 +0000 2017","hedwigus","I m at Semarang in Jawa Tengah https://t.co/YPI384aLd8 https://t.co/zlO78NPSKv","in","Indonesia","-6.98813965","110.42237721"
"919146898820358146","Sat Oct 14 10:24:32 +0000 2017","UntungSasongko","Baru saja mengirim foto @ Bojong Gede railway station https://t.co/u2ATlZoLOV","in","Indonesia","-6.49333","106.795"
"919146901961957377","Sat Oct 14 10:24:33 +0000 2017","Yufi_Armanto15","❤️ @ Wisata Geni Langit ,magetan https://t.co/kpy0pqYeXn","in","Indonesia","-7.70907784","111.21451569"
"919146905719914496","Sat Oct 14 10:24:33 +0000 2017","komangjulio87","Baru saja mengirim foto @ Bali Dynasty Resort https://t.co/9PSGlN5GrC","in","Indonesia","-8.7297497","115.1681519"
"919146914691538945","Sat Oct 14 10:24:36 +0000 2017","fitriF3R","At Sekolah Islam Al Azhar Cairo Palembang [pic] — https://t.co/CxD2r5uZcn","in","Indonesia","-2.96382","104.75227"
"919146926280531968","Sat Oct 14 10:24:38 +0000 2017","AdiboyPratama","Baru saja mengirim foto @ PT HM Sampoerna Tbk https://t.co/auhfQyoRDt","in","Undefined","-7.33124472","112.76166795"
"919146932584321029","Sat Oct 14 10:24:40 +0000 2017","rinianggrain","With Herry, Amanda, and 2 others at Wisata Alam Situ Patenggang [pic] — https://t.co/WBkJ1ALc66","in","Indonesia","-7.13885","107.39175"
"919146970274344960","Sat Oct 14 10:24:49 +0000 2017","ayukeboo","Temu kangen 👭 @ Hotel Maxone Sukabumi https://t.co/Kw5WW9pTLi","in","Indonesia","-6.91683472","106.93673754"
"919147026679345152","Sat Oct 14 10:25:02 +0000 2017","nadia_minhae","Baru saja mengirim foto @ Lab Nur Asih https://t.co/j7vygYJco2","in","Indonesia","-0.49383849","117.15107511"
"919147065728368640","Sat Oct 14 10:25:12 +0000 2017","AghungTawwa","With Anita and AyuHardianti at @malratuindah — https://t.co/HEJ0sm17fW","in","Undefined","-5.15123","119.43876"
"919147128483487744","Sat Oct 14 10:25:27 +0000 2017","VinaYuwanda","With Aurelia, Dedek, and 8 others at Gelanggang OlahRaga Remaja Pekanbaru — https://t.co/9vIcBFBnYK","in","Indonesia","0.47847","101.45455"
"919147153276178432","Sat Oct 14 10:25:32 +0000 2017","irachrisnawati","Rasulullah saw.bersabda sebaik²nya perhiasan didunia ini ialah wanita sholehah😊 #inshaallah… https://t.co/gMYLYwuqx1","in","Indonesia","-6.90675","106.88975"
"919147190534094848","Sat Oct 14 10:25:41 +0000 2017","Taqwatours","Ya Allah, Engkau lah yang Maha memberi keselamatan, dariMu lah keselamatan berasal, maka… https://t.co/CDcmgxUjGH","in","Indonesia","-7.38879756","110.3713775"
"919147191389773825","Sat Oct 14 10:25:42 +0000 2017","hwadie","At Tahu Gimbal Pak H. Edy [pic] — https://t.co/JiIFACuP8n","in","Indonesia","-6.99307","110.41981"
"919147233123106816","Sat Oct 14 10:25:51 +0000 2017","diyanraka","Meet up dg teman2 seperjuangan waktu kuliah #semangatCPNS #nongkrong #weekendceria @ Mall… https://t.co/6kgX9AQbda","in","Indonesia","-6.2493479","106.9411938"
"919147244749709312","Sat Oct 14 10:25:54 +0000 2017","ShimoVixionable","With Citra at Pasar Senen — https://t.co/xe55KrxguM","in","Indonesia","-6.1755","106.84381"
"919147287095341056","Sat Oct 14 10:26:04 +0000 2017","diraasriayani","Anak bunda👦🏻 @ Solo Grand Mall https://t.co/Ohi6Y3FAXn","in","Indonesia","-7.56628536","110.80740796"
"919147291654721536","Sat Oct 14 10:26:05 +0000 2017","chennovitaa","moms of the day 👶🏻 . . . kapan aku nyusul 🤣🤣🤣 @ Hotel Dafam Fortuna Malioboro Yogyakarta https://t.co/oKu04MTicA","in","Indonesia","-7.79350076","110.36295641"
"919147302987558918","Sat Oct 14 10:26:08 +0000 2017","ekowikromo","Bertiga. @ Gunung Prau https://t.co/0zRsrEyrKS","in","Indonesia","-7.20172565","109.9372673"
"919147304908677120","Sat Oct 14 10:26:09 +0000 2017","himawan_adhi",". . C.E.M.I.L.A.N G.O.R.E.N.G Cemilan kombinasi antara ayam, udang dan mini salad lumayan juga… https://t.co/ZrOI50YThS","in","Indonesia","-7.76361336","110.36165754"
"919147318896726016","Sat Oct 14 10:26:12 +0000 2017","Flo_renta","PISANG NUGGET NUTELLA ALMOND bananugget_jkt Dunia perpisangan sampe saat ini masih jd fav snack… https://t.co/9KimQmz7wk","in","Indonesia","-6.17782","106.9042599"
"919147319177699328","Sat Oct 14 10:26:12 +0000 2017","Akita_Arihyoshi","Makan Siang... (@ Sentra Makanan dan Minuman DESPOT) https://t.co/2tdD3c07cP https://t.co/FHbfAj4qD1","in","Indonesia","-2.44505978","111.33660889"
"919147333115432960","Sat Oct 14 10:26:15 +0000 2017","mbuthlayaw","#bismillah @ Masjid Agung Jami Malang https://t.co/AnGH0d6ysF","in","Indonesia","-7.9842234","112.6195467"
"919147349691076608","Sat Oct 14 10:26:19 +0000 2017","adit_herbalife","Watching The Emoji Movie (w/ siti &amp; raditya assyafi rahman mahadika alvarendera rahim at Banjarmasin Bungas) — https://t.co/RpiKzKD7by","in","Indonesia","-3.28961","114.59801"
"919147376094224384","Sat Oct 14 10:26:26 +0000 2017","DullFathah","Ngga nyono tekan tempat ki maneh,,, #metsorepeople @ kramat jalan ,… https://t.co/5PIfnWhmAk","in","Indonesia","-6.15275314","106.80953953"
"919147432679636992","Sat Oct 14 10:26:39 +0000 2017","evadama66290009","Baru saja mengirim foto @ Omah Kebon, Bekasi https://t.co/TkgmYuBc7i","in","Indonesia","-6.2693227","106.9855216"
"919147436559491072","Sat Oct 14 10:26:40 +0000 2017","fanoadonis","Ready for Acha-Lukman @ Bidakara Grand Pancoran Jakarta https://t.co/OTBU2szdGp","in","Indonesia","-6.24096225","106.8415409"
"919147440204259328","Sat Oct 14 10:26:41 +0000 2017","IanNaba","At Beranda Mumbul [pic] — https://t.co/yEk4lmBbJB","in","Undefined","-8.79895","115.19901"
"919147441517051904","Sat Oct 14 10:26:41 +0000 2017","ETe_wiyono","Fokus neng tangan, ojo fokus neng weteng 😁😁😁 @ Luwes Loji Wetan https://t.co/y63xIK9JtZ","in","Indonesia","-7.57317558","110.83303811"
"919147481484554240","Sat Oct 14 10:26:51 +0000 2017","gramediadepok"," Kamu tahu apa bedanya mimpi dan ambisi? Yuk ke gramedia depok borong novel nya untuk temukan… https://t.co/0voFy3PVec","in","Indonesia","-6.37107298","106.83350371"
"919147486056534016","Sat Oct 14 10:26:52 +0000 2017","UntungSasongko","Baru saja mengirim foto @ Bojong Gede railway station https://t.co/8lP6WzCDFN","in","Indonesia","-6.49333","106.795"
"919147511415062528","Sat Oct 14 10:26:58 +0000 2017","sahidputra","👊😎💛🚜 Kaliurang menguning #customercare #customercarebatch2… https://t.co/PZgc2Emm6L","in","Indonesia","-7.61992181","110.4258007"
"919147559020580864","Sat Oct 14 10:27:09 +0000 2017","lfiPratama","How to ruin malam Minggu (@ U Bakery in Batam City, Riau Islands) https://t.co/i4EHOHa1xr","in","Indonesia","1.1147271","104.089806"
"919147568633925632","Sat Oct 14 10:27:11 +0000 2017","akramwho","I m at Rumah Mode Factory Outlet in Bandung, Jawa Barat https://t.co/yNqCclTX8e","in","Indonesia","-6.88274347","107.59965231"
"919147632383049728","Sat Oct 14 10:27:27 +0000 2017","andy_bordir","Hp/wa. 081906242451 @ Serang, Indonesia https://t.co/s2ETrfSrn2","in","Indonesia","-6.11278","106.148"
"919147699294924800","Sat Oct 14 10:27:43 +0000 2017","VinaVienaA014","Geser👉 #kamoungpelangiounyacerita #sengpentengyakin @ Kampung Pelangi https://t.co/0nQePCzqVp","in","Indonesia","-3.446103","114.8298217"
"919147732551401473","Sat Oct 14 10:27:51 +0000 2017","LubukLarangan","#Motivasi #openbo Menang atas Persiwa, Madura FC Tetap Gagal ke Babak 8 Besar Liga 2 https://t.co/AGzElGF4Tw https://t.co/Lh8LWcKgPk #Smm","in","Indonesia","-6.55138165","106.10595703"
"919147792962002944","Sat Oct 14 10:28:05 +0000 2017","_dedeanny","Tepat 14/10/2017 Yudisium ke dua seperjuangan ak6 Ku lihat wajah… https://t.co/hQqJ7IyG4Q","in","Undefined","-5.18251668","119.44228903"
"919147832925241344","Sat Oct 14 10:28:14 +0000 2017","srirahayani91","Jajanan kids zaman now Wkwkwkkkk.... frestyderiyantieci @ Seasons… https://t.co/mAA9ca9A60","in","Indonesia","-6.15364794","106.7960866"
"919147849564090368","Sat Oct 14 10:28:18 +0000 2017","otofifcom","🔊 BIG PROMO ON OktoBerkah 📣 dapatkan potongan 20% untuk ban baru mobil anda. Kunjungi kami di… https://t.co/ro2NalZpxu","in","Indonesia","-6.30408017","106.78221703"
"919147909949427712","Sat Oct 14 10:28:33 +0000 2017","liaGABEBALI","#saturdayfun #birthdayparty #squats #moringateam @ Moringa Bali https://t.co/jvWNW9QgkL","in","Indonesia","-8.70806599","115.17880261"
"919147957060079616","Sat Oct 14 10:28:44 +0000 2017","BahagiaDyla","Selamat sayangku @_adinda atas W I S ... U D AH nya Semoga ilmunya… https://t.co/5NueByQdQj","in","Indonesia","-7.96167123","112.61638474"
"919147971282735105","Sat Oct 14 10:28:47 +0000 2017","biyanardana","With PT. DAMCO INDONESIA at Gumati Hotel and Resort [pic] — https://t.co/8rPUVpSS1M","in","Indonesia","-6.58573","106.84313"
"919147983005827072","Sat Oct 14 10:28:50 +0000 2017","tomikoesoemah","At Lampu Merah Samsat Yg Lamanya Gak Tau Diri [pic] — https://t.co/QpEmTPE1e5","in","Indonesia","-6.94499","107.64352"
"919148027146747909","Sat Oct 14 10:29:01 +0000 2017","reindyyyy","Selamat Ulang Tahun Kantor #taf12 #tafnorth #toyotaastrafinance 🎉 @ Toyota Astra Financial… https://t.co/BFDTLufvEv","in","Indonesia","-6.137584","106.831462"
"919148030548250624","Sat Oct 14 10:29:02 +0000 2017","karimuncorner","Pemandangan Sore Hari Coastal Area Karimun 14 Oktober 2017 #karimun #coastalarea #hutkarimun @… https://t.co/NIRFDP56Tu","in","Undefined","0.99182553","103.44205589"
"919148037913460736","Sat Oct 14 10:29:03 +0000 2017","Rateeys","With Nurullah and Destia at Ulu Kasok [pic] — https://t.co/5knj0WX5bu","in","Indonesia","0.33675","101.00967"
"919148042372001793","Sat Oct 14 10:29:04 +0000 2017","Mithasantoso02","Write a caption... @ Kanigoro, Jawa Timur, Indonesia https://t.co/m5ILO8bTpj","in","Indonesia","-8.11667","112.217"
"919148057152884736","Sat Oct 14 10:29:08 +0000 2017","PokijanAcil","Memperbincangkan hal-hal nan perlu diperbincangkan di coffeeshop nan heitz 🤗 • • • #nitrocoffee… https://t.co/lv7Do3isig","in","Indonesia","-6.23778","106.81135"
"919148065180737536","Sat Oct 14 10:29:10 +0000 2017","Rainacahya","With Lilik, RIKA, and 3 others at Transmart Buahbatu Square XXI — https://t.co/BCJAKd4rX1","in","Indonesia","-6.97274","107.62957"
"919148067521253376","Sat Oct 14 10:29:10 +0000 2017","nidduhkilohs","Bismillah..... Lontong lodeh legendaris Wak Bo disandingkan dgn es… https://t.co/56XvSqODW5","in","Indonesia","-7.45389","112.72"
"919148146730700805","Sat Oct 14 10:29:29 +0000 2017","dimanamacetid","[17:18] #BANDUNGBARAT Jl. Raya Lembang (Farmhouse Lembang) #LANCAR #TMC","in","Indonesia","-6.832693","107.604958"
"919148148462891008","Sat Oct 14 10:29:30 +0000 2017","dimanamacetid","[17:18] #CIMAHI Jl Cibaligo #LANCAR #TMC","in","Indonesia","-6.903384","107.554436"
"919148150249672704","Sat Oct 14 10:29:30 +0000 2017","dimanamacetid","[17:19] #CIMAHI Pertigaan Sentral Cimahi #LANCAR #TMC","in","Indonesia","-6.880095","107.553574"
"919148151906369537","Sat Oct 14 10:29:31 +0000 2017","dimanamacetid","[17:19] #CIMAHI Pertigaan Jl. Lurah #LANCAR #TMC","in","Indonesia","-6.878268","107.544258"
"919148153642913792","Sat Oct 14 10:29:31 +0000 2017","dimanamacetid","[17:20] #BANDUNGBARAT Jl Cangkorah - Jl Batujajar #LANCAR #TMC","in","Indonesia","-6.89522","107.489388"
"919148155308052481","Sat Oct 14 10:29:31 +0000 2017","dimanamacetid","[17:20] #PURWAKARTA Jl. Veteran (Pertigaan Perum Permata) #LANCAR #TMC","in","Indonesia","-6.523354","107.448463"
"919148157090582528","Sat Oct 14 10:29:32 +0000 2017","dimanamacetid","[17:20] #JAKARTA Jl. Jend. Sudirman #LANCAR #Elshinta","in","Indonesia","-6.202155","106.822784"
"919148157639913472","Sat Oct 14 10:29:32 +0000 2017","Shary_hartiani","Bila kini saatnya tlah tiba.... Ku ingin Kau menjadi milikMu heri_uganda 😍😍😍😍😍😘😘😘😘😘 @ Gedung… https://t.co/UetXopmriA","in","Indonesia","-4.21182","105.736604"
"919148158743121920","Sat Oct 14 10:29:32 +0000 2017","dimanamacetid","[17:21] #BANDUNGBARAT Pertigaan Padasuka #LANCAR #TMC","in","Indonesia","-6.868564","107.526291"
"919148160374771713","Sat Oct 14 10:29:33 +0000 2017","dimanamacetid","[17:24] #CIMAHI Simpang Cihanjuang #LANCAR #TMC","in","Indonesia","-6.878071","107.549416"
"919148162014679040","Sat Oct 14 10:29:33 +0000 2017","dimanamacetid","[17:24] #CIMAHI Jl. Sangkuriang (Pertigaan Sangkuriang) #LANCAR #TMC","in","Indonesia","-6.869776","107.534714"
"919148167832264705","Sat Oct 14 10:29:34 +0000 2017","dimanamacetid","[17:25] #CIMAHI Jl. Industri, Leuwigajah #LANCAR #TMC","in","Indonesia","-6.902441","107.547195"
"919148209074606084","Sat Oct 14 10:29:44 +0000 2017","AdilBabeAkbar","Akhirnya saya mendapatkan Rice Marketing in Republic of Indonesia. Sebelumnya dapat juga Era… https://t.co/f6NVIsl3pF","in","Undefined","-5.19083","119.467"
"919148221720510464","Sat Oct 14 10:29:47 +0000 2017","SurakartaID","Surakarta: 5:30pm: sunset","in","Indonesia","-7.57","110.82"
"919148243346513920","Sat Oct 14 10:29:52 +0000 2017","DesianaM","mumpung lagi di Bogor 😅 @ Macaroni Panggang Bogor https://t.co/tM6muQfZm8","in","Indonesia","-6.58893807","106.80274293"
"919148320869834753","Sat Oct 14 10:30:11 +0000 2017","ipoet7","kata siapa anak motor takut ujan? saya mah ga takut ujan... saya cuma takut sepatu saya basah… https://t.co/6rZTvnv4PE","in","Indonesia","-6.92134","107.67757"
"919148327505035264","Sat Oct 14 10:30:12 +0000 2017","hery_wilejungle","Sudah minum coklat hari ini? Minuman coklat dengan gula murni 100 % tidak membuat tenggorokan… https://t.co/1kZmxVwEPS","in","Indonesia","-6.7167","108.567"
"919148344974376960","Sat Oct 14 10:30:17 +0000 2017","fithribascry","I m at KFC Ramayana Tebing Tinggi https://t.co/vddylKrtMd","in","Indonesia","3.327868","99.158329"
"919148364415098880","Sat Oct 14 10:30:21 +0000 2017","zsazsanas","K3 itu..... @ POLIMEDIA Politeknik Negeri Media Kreatif Official https://t.co/W3qjCgRZ3C","in","Indonesia","-6.34697249","106.82724824"
"919148368928149504","Sat Oct 14 10:30:22 +0000 2017","aldridgebelan","#Team #Andromax #Indonesia #Laper #Ucup @ Cileungsing, Jawa Barat,… https://t.co/MBdg5qglPN","in","Indonesia","-7.00583","107.519"
"919148426196955136","Sat Oct 14 10:30:36 +0000 2017","Ramlan_alvians","LayakNya Waqof Mu annaqoh, Engkau hanya boleh berhenti di salah satunya... Dia atau Aku ???😍😇 @… https://t.co/So82PzP51n","in","Indonesia","-6.75","107.5"
"919148433784500225","Sat Oct 14 10:30:38 +0000 2017","SemarangID","Semarang: 5:31pm: sunset","in","Indonesia","-6.99","110.42"
"919148446438907909","Sat Oct 14 10:30:41 +0000 2017","papanyabiroe","Konfrensi Meja Makan Sedikit Kerja Banyak Menunya.....haaaaaa #thealumni #kawankecik… https://t.co/GNeAtObiL6","in","Indonesia","-2.99122492","104.74785814"
"919148451182473216","Sat Oct 14 10:30:42 +0000 2017","lusiarahajeng","Buat kamu yang ngaku anak hits dan kekinian, foto disini deh! 🙈🙉🙊 @ Hotel Indonesia Kempinski… https://t.co/YgTW3dgykv","in","Indonesia","-6.19503666","106.82259723"
"919148498993397760","Sat Oct 14 10:30:53 +0000 2017","wienasoendanesz","At Transmart Buahbatu Square XXI — https://t.co/AL4brPcbMt","in","Indonesia","-6.97274","107.62956"
"919148523089776640","Sat Oct 14 10:30:59 +0000 2017","gabrielyenry","Yeayyy!! ✋😁 #persijapersegres #persija #jakmania @ Stadion Patriot Chandrabagha Bekasi https://t.co/SSRtD7VeJu","in","Indonesia","-6.2029572","107.0025977"
"919148542987345920","Sat Oct 14 10:31:04 +0000 2017","PontianakID","Pontianak: 5:31pm: sunset","in","Indonesia","-0.07","109.36"
"919148549115330561","Sat Oct 14 10:31:05 +0000 2017","KetutTiara","Om Swastyastu HALO MAHASISWA DAN MAHASISWI STPBI😊 Kabar baik dari Paguyuban Teruna Bagus Teruni… https://t.co/aSghwZadeR","in","Indonesia","-8.63391371","115.22763967"
"919148553129177088","Sat Oct 14 10:31:06 +0000 2017","BudiLaksmono","At RSUD Kota Bekasi — https://t.co/iR1rtkjKhh","in","Indonesia","-6.24248","107.00183"
"919148562218225664","Sat Oct 14 10:31:08 +0000 2017","adulAfriandi","At Pasar Baru Trade Center — https://t.co/SJcnXhhoYT","in","Indonesia","-6.91788","107.60494"
